Date,crowd_level,crowd_status,User_satisfaction,Original_row_index
2020-03-01,0.25,Quiet,5.0,596
2020-03-01,0.25,Quiet,5.0,596
2020-02-29,0.58,Busy,5.0,607
2020-02-29,0.58,Busy,4.0,607
2020-02-29,0.58,Busy,5.0,607
2020-02-29,0.58,Busy,4.0,607
2020-02-28,0.4,Quiet,5.0,611
2020-02-28,0.4,Quiet,1.0,611
2020-02-28,0.4,Quiet,5.0,611
2020-02-28,0.4,Quiet,5.0,611
2020-02-27,0.64,Busy,3.0,615
2020-02-26,0.03,Empty,5.0,616
2020-02-26,0.03,Empty,3.0,616
2020-02-25,0.13,Empty,5.0,618
2020-02-25,0.13,Empty,2.0,618
2020-02-25,0.13,Empty,5.0,618
2020-02-25,0.13,Empty,5.0,618
2020-02-25,0.13,Empty,5.0,618
2020-02-25,0.13,Empty,4.0,618
2020-02-25,0.13,Empty,2.0,618
2020-02-25,0.13,Empty,4.0,618
2020-02-24,0.32,Quiet,3.0,626
2020-02-24,0.32,Quiet,3.0,626
2020-02-24,0.32,Quiet,5.0,626
2020-02-24,0.32,Quiet,5.0,626
2020-02-24,0.32,Quiet,4.0,626
2020-02-24,0.32,Quiet,3.0,626
2020-02-24,0.32,Quiet,5.0,626
2020-02-24,0.32,Quiet,1.0,626
2020-02-24,0.32,Quiet,5.0,626
2020-02-24,0.32,Quiet,3.0,626
2020-02-23,0.45,Quiet,2.0,636
2020-02-23,0.45,Quiet,5.0,636
2020-02-23,0.45,Quiet,2.0,636
2020-02-23,0.45,Quiet,4.0,636
2020-02-23,0.45,Quiet,5.0,636
2020-02-23,0.45,Quiet,4.0,636
2020-02-23,0.45,Quiet,5.0,636
2020-02-23,0.45,Quiet,4.0,636
2020-02-23,0.45,Quiet,5.0,636
2020-02-22,0.63,Busy,1.0,645
2020-02-22,0.63,Busy,5.0,645
2020-02-22,0.63,Busy,4.0,645
2020-02-22,0.63,Busy,3.0,645
2020-02-21,0.56,Busy,5.0,649
2020-02-21,0.56,Busy,4.0,649
2020-02-21,0.56,Busy,5.0,649
2020-02-20,0.41,Quiet,4.0,652
2020-02-20,0.41,Quiet,5.0,652
2020-02-20,0.41,Quiet,3.0,652
2020-02-20,0.41,Quiet,1.0,652
2020-02-20,0.41,Quiet,5.0,652
2020-02-20,0.41,Quiet,5.0,652
2020-02-19,0.3,Quiet,5.0,658
2020-02-19,0.3,Quiet,5.0,658
2020-02-19,0.3,Quiet,4.0,658
2020-02-19,0.3,Quiet,5.0,658
2020-02-19,0.3,Quiet,5.0,658
2020-02-19,0.3,Quiet,5.0,658
2020-02-18,0.47,Quiet,5.0,664
2020-02-18,0.47,Quiet,5.0,664
2020-02-18,0.47,Quiet,5.0,664
2020-02-18,0.47,Quiet,5.0,664
2020-02-18,0.47,Quiet,5.0,664
2020-02-18,0.47,Quiet,5.0,664
2020-02-18,0.47,Quiet,5.0,664
2020-02-17,0.59,Busy,4.0,671
2020-02-16,0.61,Busy,4.0,672
2020-02-16,0.61,Busy,2.0,672
2020-02-16,0.61,Busy,5.0,672
2020-02-16,0.61,Busy,5.0,672
2020-02-16,0.61,Busy,1.0,672
2020-02-15,0.76,Packed,5.0,677
2020-02-15,0.76,Packed,5.0,677
2020-02-15,0.76,Packed,5.0,677
2020-02-15,0.76,Packed,5.0,677
2020-02-15,0.76,Packed,5.0,677
2020-02-14,0.39,Quiet,5.0,682
2020-02-14,0.39,Quiet,5.0,682
2020-02-14,0.39,Quiet,5.0,682
2020-02-14,0.39,Quiet,5.0,682
2020-02-14,0.39,Quiet,4.0,682
2020-02-13,0.24,Empty,4.0,687
2020-02-13,0.24,Empty,5.0,687
2020-02-13,0.24,Empty,5.0,687
2020-02-13,0.24,Empty,5.0,687
2020-02-13,0.24,Empty,5.0,687
2020-02-12,0.06,Empty,5.0,692
2020-02-12,0.06,Empty,3.0,692
2020-02-12,0.06,Empty,4.0,692
2020-02-11,0.06,Empty,5.0,695
