Date,crowd_level,crowd_status,User_satisfaction,Original_row_index
2018-07-06,0.44,Quiet,5.0,5398
2018-07-06,0.44,Quiet,5.0,5398
2018-07-06,0.44,Quiet,4.0,5398
2018-07-06,0.44,Quiet,5.0,5398
2018-07-06,0.44,Quiet,5.0,5398
2018-07-06,0.44,Quiet,5.0,5398
2018-07-06,0.44,Quiet,4.0,5398
2018-07-06,0.44,Quiet,5.0,5398
2018-07-06,0.44,Quiet,5.0,5398
2018-07-06,0.44,Quiet,4.0,5398
2018-07-06,0.44,Quiet,5.0,5398
2018-07-06,0.44,Quiet,5.0,5398
2018-07-06,0.44,Quiet,5.0,5398
2018-07-05,0.37,Quiet,1.0,5411
2018-07-05,0.37,Quiet,1.0,5411
2018-07-05,0.37,Quiet,4.0,5411
2018-07-05,0.37,Quiet,3.0,5411
2018-07-05,0.37,Quiet,5.0,5411
2018-07-05,0.37,Quiet,5.0,5411
2018-07-05,0.37,Quiet,5.0,5411
2018-07-05,0.37,Quiet,4.0,5411
2018-07-05,0.37,Quiet,5.0,5411
2018-07-05,0.37,Quiet,5.0,5411
2018-07-05,0.37,Quiet,5.0,5411
2018-07-04,0.28,Quiet,3.0,5422
2018-07-04,0.28,Quiet,3.0,5422
2018-07-04,0.28,Quiet,5.0,5422
2018-07-04,0.28,Quiet,5.0,5422
2018-07-04,0.28,Quiet,3.0,5422
2018-07-04,0.28,Quiet,5.0,5422
2018-07-04,0.28,Quiet,4.0,5422
2018-07-04,0.28,Quiet,4.0,5422
2018-07-03,0.42,Quiet,1.0,5430
2018-07-03,0.42,Quiet,5.0,5430
2018-07-03,0.42,Quiet,5.0,5430
2018-07-03,0.42,Quiet,3.0,5430
2018-07-03,0.42,Quiet,5.0,5430
2018-07-03,0.42,Quiet,5.0,5430
2018-07-03,0.42,Quiet,4.0,5430
2018-07-03,0.42,Quiet,4.0,5430
2018-07-03,0.42,Quiet,5.0,5430
2018-07-03,0.42,Quiet,5.0,5430
2018-07-03,0.42,Quiet,2.0,5430
2018-07-03,0.42,Quiet,3.0,5430
2018-07-03,0.42,Quiet,5.0,5430
2018-07-03,0.42,Quiet,5.0,5430
2018-07-03,0.42,Quiet,4.0,5430
2018-07-03,0.42,Quiet,5.0,5430
2018-07-03,0.42,Quiet,5.0,5430
2018-07-02,0.48,Quiet,5.0,5447
2018-07-02,0.48,Quiet,4.0,5447
2018-07-02,0.48,Quiet,3.0,5447
2018-07-02,0.48,Quiet,4.0,5447
2018-07-02,0.48,Quiet,5.0,5447
2018-07-02,0.48,Quiet,5.0,5447
2018-07-02,0.48,Quiet,4.0,5447
2018-07-02,0.48,Quiet,5.0,5447
2018-07-02,0.48,Quiet,5.0,5447
2018-07-02,0.48,Quiet,5.0,5447
2018-07-02,0.48,Quiet,5.0,5447
2018-07-02,0.48,Quiet,5.0,5447
2018-07-02,0.48,Quiet,4.0,5447
2018-07-02,0.48,Quiet,5.0,5447
2018-07-02,0.48,Quiet,5.0,5447
2018-07-02,0.48,Quiet,5.0,5447
2018-07-01,0.45,Quiet,5.0,5463
2018-07-01,0.45,Quiet,4.0,5463
2018-07-01,0.45,Quiet,5.0,5463
2018-07-01,0.45,Quiet,5.0,5463
2018-07-01,0.45,Quiet,5.0,5463
2018-07-01,0.45,Quiet,5.0,5463
2018-07-01,0.45,Quiet,3.0,5463
2018-07-01,0.45,Quiet,4.0,5463
2018-07-01,0.45,Quiet,5.0,5463
2018-07-01,0.45,Quiet,5.0,5463
2018-07-01,0.45,Quiet,5.0,5463
2018-07-01,0.45,Quiet,3.0,5463
2018-07-01,0.45,Quiet,4.0,5463
2018-06-30,0.64,Busy,4.0,5476
2018-06-30,0.64,Busy,5.0,5476
2018-06-30,0.64,Busy,5.0,5476
2018-06-30,0.64,Busy,4.0,5476
2018-06-30,0.64,Busy,2.0,5476
2018-06-30,0.64,Busy,3.0,5476
2018-06-30,0.64,Busy,1.0,5476
2018-06-30,0.64,Busy,1.0,5476
2018-06-30,0.64,Busy,5.0,5476
2018-06-30,0.64,Busy,5.0,5476
2018-06-29,0.45,Quiet,5.0,5486
2018-06-29,0.45,Quiet,5.0,5486
2018-06-29,0.45,Quiet,3.0,5486
2018-06-29,0.45,Quiet,4.0,5486
2018-06-29,0.45,Quiet,5.0,5486
2018-06-28,0.38,Quiet,5.0,5491
2018-06-28,0.38,Quiet,1.0,5491
2018-06-28,0.38,Quiet,5.0,5491
2018-06-28,0.38,Quiet,5.0,5491
2018-06-28,0.38,Quiet,5.0,5491
2018-06-28,0.38,Quiet,5.0,5491
2018-06-28,0.38,Quiet,4.0,5491
2018-06-28,0.38,Quiet,4.0,5491
2018-06-28,0.38,Quiet,5.0,5491
2018-06-28,0.38,Quiet,5.0,5491
2018-06-28,0.38,Quiet,5.0,5491
2018-06-28,0.38,Quiet,3.0,5491
2018-06-27,0.36,Quiet,5.0,5503
2018-06-27,0.36,Quiet,4.0,5503
2018-06-27,0.36,Quiet,5.0,5503
2018-06-27,0.36,Quiet,5.0,5503
2018-06-27,0.36,Quiet,5.0,5503
2018-06-27,0.36,Quiet,5.0,5503
2018-06-27,0.36,Quiet,3.0,5503
2018-06-27,0.36,Quiet,5.0,5503
2018-06-27,0.36,Quiet,5.0,5503
2018-06-27,0.36,Quiet,4.0,5503
2018-06-27,0.36,Quiet,5.0,5503
2018-06-26,0.41,Quiet,4.0,5514
2018-06-26,0.41,Quiet,4.0,5514
2018-06-26,0.41,Quiet,5.0,5514
2018-06-26,0.41,Quiet,5.0,5514
2018-06-26,0.41,Quiet,5.0,5514
2018-06-26,0.41,Quiet,4.0,5514
2018-06-26,0.41,Quiet,4.0,5514
2018-06-26,0.41,Quiet,5.0,5514
2018-06-26,0.41,Quiet,5.0,5514
2018-06-26,0.41,Quiet,5.0,5514
2018-06-25,0.45,Quiet,5.0,5524
2018-06-25,0.45,Quiet,2.0,5524
2018-06-25,0.45,Quiet,4.0,5524
2018-06-25,0.45,Quiet,5.0,5524
2018-06-25,0.45,Quiet,5.0,5524
2018-06-25,0.45,Quiet,5.0,5524
2018-06-25,0.45,Quiet,5.0,5524
2018-06-25,0.45,Quiet,4.0,5524
2018-06-25,0.45,Quiet,5.0,5524
2018-06-25,0.45,Quiet,5.0,5524
2018-06-25,0.45,Quiet,5.0,5524
2018-06-25,0.45,Quiet,5.0,5524
2018-06-25,0.45,Quiet,5.0,5524
2018-06-25,0.45,Quiet,5.0,5524
2018-06-25,0.45,Quiet,5.0,5524
2018-06-25,0.45,Quiet,5.0,5524
2018-06-25,0.45,Quiet,4.0,5524
2018-06-24,0.42,Quiet,5.0,5541
